awb,destination_city,product,product_category,origin_city,logistics_provider_id,dispatch_date,final_delivery_status,actual_delivery_date,promised_delivery_date
494361,Victorton,random_product,random_category,Bethanymouth,25,2015-03-10 00:58:40,returned,2015-03-23 04:19:12,2015-03-26 02:21:21
087330,West Wendy,random_product,random_category,Duranmouth,92,2015-03-13 20:14:19,returned,2015-03-27 15:15:54,2015-03-25 02:49:26
066150,Matthewfurt,random_product,random_category,Johnsonside,35,2015-03-11 21:57:12,created,2015-03-21 21:55:17,2015-03-29 16:57:39
287649,Lake Melanieborough,random_product,random_category,West Jonathanmouth,20,2015-03-14 20:47:15,returned,2015-03-24 09:40:50,2015-03-29 15:40:33
766821,North Katherineton,random_product,random_category,North Kathy,18,2015-03-02 22:18:37,created,2015-03-29 03:26:53,2015-03-31 06:02:27
596307,Potterbury,random_product,random_category,Stephanieton,14,2015-03-05 01:51:57,delivered,2015-03-19 06:37:12,2015-04-01 18:19:05
675745,Aliciabury,random_product,random_category,Derrickhaven,55,2015-03-13 04:40:56,returned,2015-03-24 23:49:38,2015-04-01 09:17:36
293560,Barrystad,random_product,random_category,Justinburgh,99,2015-03-04 15:04:14,delivered,2015-03-19 09:22:05,2015-03-29 21:55:39
493327,Cannonberg,random_product,random_category,Port Stephanietown,66,2015-03-13 19:19:38,returned,2015-03-26 08:23:26,2015-04-03 14:10:51
661652,Danielstad,random_product,random_category,Andrewsville,51,2015-03-07 10:04:47,created,2015-03-17 09:56:21,2015-04-02 05:41:35
213716,New Colleenbury,random_product,random_category,Mcleanmouth,64,2015-03-11 13:13:59,returned,2015-03-28 19:31:19,2015-03-28 02:24:36
987317,Michaelport,random_product,random_category,Rodriguezshire,78,2015-03-03 06:14:54,returned,2015-03-16 05:11:12,2015-04-03 02:18:56
823292,Jordanmouth,random_product,random_category,North John,44,2015-03-14 03:25:51,delivered,2015-03-16 13:15:40,2015-04-03 03:49:50
766183,North Deborahmouth,random_product,random_category,Paulview,07,2015-03-13 14:40:24,returned,2015-03-20 00:37:24,2015-03-30 04:38:15
359748,North Courtney,random_product,random_category,East Edwardhaven,53,2015-03-11 12:33:58,created,2015-03-20 19:44:24,2015-04-02 07:58:03
365120,Deantown,random_product,random_category,West Scottberg,08,2015-03-08 01:17:18,returned,2015-03-28 04:03:04,2015-03-29 03:37:19
315848,Petersonstad,random_product,random_category,North Regina,59,2015-03-01 03:01:42,created,2015-03-28 20:53:35,2015-04-03 14:22:08
141035,Timchester,random_product,random_category,Smithfurt,31,2015-03-05 00:54:48,returned,2015-03-28 05:45:11,2015-03-25 03:27:37
023479,Courtneybury,random_product,random_category,New Natalieberg,38,2015-03-04 03:58:16,created,2015-03-16 21:17:17,2015-03-30 13:07:37
671001,Lake Christopher,random_product,random_category,Lake Sherryside,92,2015-03-12 09:59:05,returned,2015-03-18 23:58:33,2015-03-26 03:04:58
152862,East Diane,random_product,random_category,Gregorybury,16,2015-03-10 08:23:24,returned,2015-03-27 11:12:19,2015-04-03 00:23:01
279328,New Adrianstad,random_product,random_category,Bakerside,34,2015-03-02 12:57:36,returned,2015-03-23 10:01:57,2015-04-05 08:45:22
043028,Moraleschester,random_product,random_category,Woodsville,99,2015-03-07 11:32:46,returned,2015-03-29 12:29:57,2015-03-31 01:11:00
565418,Laurietown,random_product,random_category,West Benjamin,08,2015-03-04 08:02:42,delivered,2015-03-17 16:31:45,2015-04-05 13:04:08
809151,Elliotthaven,random_product,random_category,Bryantton,35,2015-03-07 14:08:26,created,2015-03-25 08:22:07,2015-03-28 19:35:47
630546,West Maxborough,random_product,random_category,Hillberg,79,2015-03-13 14:26:47,delivered,2015-03-23 09:15:58,2015-03-27 12:36:19
188365,Sharonside,random_product,random_category,Morrisonmouth,57,2015-03-02 12:41:50,created,2015-03-24 07:56:24,2015-03-29 04:30:05
226428,Christopherland,random_product,random_category,Sanchezbury,48,2015-03-01 23:36:12,returned,2015-03-25 04:00:52,2015-03-26 19:05:19
690205,Brittanychester,random_product,random_category,Larryborough,64,2015-03-03 15:58:47,returned,2015-03-23 16:02:23,2015-04-03 10:23:51
167573,Arellanostad,random_product,random_category,Jacobchester,15,2015-03-10 11:42:19,created,2015-03-25 03:15:16,2015-03-25 03:15:34
689557,Carterside,random_product,random_category,Rodriguezport,36,2015-03-03 23:12:21,created,2015-03-24 03:14:18,2015-03-31 04:21:47
728029,Youngville,random_product,random_category,Greenmouth,11,2015-03-10 16:37:51,returned,2015-03-28 16:01:05,2015-04-03 21:22:49
528897,West Joseph,random_product,random_category,South Wendyview,52,2015-03-13 06:00:06,returned,2015-03-20 21:01:31,2015-03-25 02:12:10
830468,Martinezview,random_product,random_category,Tateberg,50,2015-03-01 07:53:03,delivered,2015-03-23 05:05:02,2015-04-04 11:35:43
284774,Jasonview,random_product,random_category,New Dakota,62,2015-03-06 16:58:45,created,2015-03-20 07:43:00,2015-03-30 14:13:13
391191,North Melissa,random_product,random_category,Vincentshire,86,2015-03-09 21:56:28,returned,2015-03-28 21:53:55,2015-04-05 10:17:00
360343,West Jerryland,random_product,random_category,Paulland,65,2015-03-03 15:40:19,delivered,2015-03-16 18:19:13,2015-03-25 22:06:14
124564,Yolandaburgh,random_product,random_category,West Georgeside,17,2015-03-11 18:27:29,returned,2015-03-23 17:07:24,2015-04-03 04:45:13
270832,Hugheshaven,random_product,random_category,East Thomas,41,2015-03-01 17:42:25,delivered,2015-03-27 23:54:03,2015-03-27 11:58:40
790682,New Travis,random_product,random_category,Taylorville,05,2015-03-08 02:20:28,returned,2015-03-23 04:02:59,2015-04-05 15:17:46
001942,Frankshire,random_product,random_category,Lake Jim,78,2015-03-03 01:15:46,created,2015-03-16 00:50:48,2015-04-05 04:35:13
008987,Mirandatown,random_product,random_category,Penahaven,22,2015-03-05 03:25:48,returned,2015-03-26 06:24:15,2015-03-31 02:28:15
592949,Carneyshire,random_product,random_category,Lake Thomas,36,2015-03-05 16:45:08,created,2015-03-20 04:45:11,2015-03-30 13:26:27
573004,North Scott,random_product,random_category,New Michelestad,17,2015-03-10 22:28:25,delivered,2015-03-18 16:45:39,2015-03-27 00:22:58
403227,South Aprilmouth,random_product,random_category,Lake Traceytown,50,2015-03-08 08:57:11,created,2015-03-29 08:05:30,2015-04-04 10:33:35
155733,New Lisa,random_product,random_category,New Kaitlynstad,27,2015-03-13 00:43:21,created,2015-03-23 02:20:04,2015-03-25 07:32:11
455291,Webbton,random_product,random_category,North Christophershire,48,2015-03-04 11:14:52,delivered,2015-03-19 05:31:06,2015-04-02 03:42:04
015781,Andrewfort,random_product,random_category,North Sharon,24,2015-03-01 00:49:06,created,2015-03-20 01:00:06,2015-03-25 20:33:50
182786,Port James,random_product,random_category,Dixonport,46,2015-03-06 19:04:24,delivered,2015-03-16 11:30:17,2015-04-01 09:53:03
116928,Nathantown,random_product,random_category,Kelseybury,38,2015-03-11 16:55:51,returned,2015-03-20 18:47:08,2015-03-31 16:13:13
024847,New Tristan,random_product,random_category,Schneiderfort,73,2015-03-05 17:50:35,delivered,2015-03-23 08:35:21,2015-03-25 18:12:11
840534,New Troymouth,random_product,random_category,Port Michaelshire,61,2015-03-13 05:03:43,returned,2015-03-21 05:40:25,2015-04-04 00:08:02
116802,South Christopher,random_product,random_category,Charlesview,71,2015-03-08 00:08:51,created,2015-03-20 10:06:32,2015-04-03 11:15:36
243407,Markmouth,random_product,random_category,Port Timothyton,52,2015-03-13 01:35:23,returned,2015-03-16 03:17:50,2015-03-31 22:11:02
866658,East James,random_product,random_category,North Markville,70,2015-03-14 12:09:23,returned,2015-03-21 15:57:53,2015-04-05 21:54:44
025660,Port Blakeborough,random_product,random_category,South Carmenfurt,13,2015-03-05 14:26:29,delivered,2015-03-20 11:21:09,2015-04-02 09:22:25
025729,New Laurenborough,random_product,random_category,Vanessastad,80,2015-03-07 20:02:25,returned,2015-03-16 15:29:18,2015-03-26 04:25:48
832045,Port Lindsey,random_product,random_category,Port Kimberly,70,2015-03-10 18:49:06,returned,2015-03-18 17:00:46,2015-04-02 19:07:54
683503,North Bryce,random_product,random_category,Oscarside,35,2015-03-08 22:33:29,created,2015-03-20 17:17:23,2015-04-01 01:49:07
117713,West Robin,random_product,random_category,East Joshuaton,08,2015-03-04 09:32:44,returned,2015-03-27 09:52:22,2015-03-26 10:50:40
611628,West Stevenport,random_product,random_category,New Cynthia,07,2015-03-06 07:36:05,returned,2015-03-18 20:26:43,2015-03-25 03:57:07
171043,East Amanda,random_product,random_category,Taylorville,67,2015-03-14 22:17:55,delivered,2015-03-21 01:14:23,2015-04-04 12:12:19
291142,Lake Sharonfort,random_product,random_category,New Nataliehaven,76,2015-03-02 02:12:17,returned,2015-03-23 21:33:51,2015-04-04 06:22:18
093527,Popeside,random_product,random_category,East Arthurville,51,2015-03-13 09:21:25,created,2015-03-18 21:47:52,2015-03-28 14:06:21
971855,West Brittanyview,random_product,random_category,New Angelicabury,12,2015-03-08 03:26:28,returned,2015-03-21 16:39:00,2015-03-28 19:26:06
834986,West Carrieberg,random_product,random_category,Lake Anthony,43,2015-03-11 15:19:37,returned,2015-03-18 06:49:03,2015-03-26 01:50:12
142755,Jilltown,random_product,random_category,Gabrielland,42,2015-03-11 09:40:21,created,2015-03-24 20:43:37,2015-04-01 23:04:53
480640,East Wesley,random_product,random_category,Roseview,24,2015-03-01 11:53:58,delivered,2015-03-16 03:05:13,2015-03-25 14:28:21
800023,North Michaelfort,random_product,random_category,Alyssashire,63,2015-03-01 20:24:53,created,2015-03-22 17:55:23,2015-03-29 18:56:01
437266,Timothyview,random_product,random_category,Port Benjamin,56,2015-03-06 04:29:00,returned,2015-03-26 18:09:22,2015-04-04 00:11:58
129973,Brendaland,random_product,random_category,Brewerhaven,79,2015-03-12 21:39:18,created,2015-03-27 11:33:29,2015-03-30 05:41:19
274269,Lake Alexischester,random_product,random_category,Grahamside,24,2015-03-04 12:21:34,returned,2015-03-25 00:13:34,2015-04-02 21:56:42
889406,South Jorge,random_product,random_category,Tammyview,42,2015-03-06 14:03:58,returned,2015-03-21 02:00:09,2015-04-03 04:31:47
279680,West Stacybury,random_product,random_category,Duncanbury,68,2015-03-08 23:45:09,returned,2015-03-28 22:05:07,2015-04-01 05:37:36
187439,Lake Steven,random_product,random_category,Lake Shaneburgh,75,2015-03-07 21:30:39,created,2015-03-21 03:36:58,2015-03-29 15:24:10
461427,East Jennifer,random_product,random_category,North Jimmyfort,18,2015-03-08 15:43:29,created,2015-03-27 02:58:26,2015-04-03 01:51:36
727880,Lake Mollyside,random_product,random_category,Vanessaville,21,2015-03-09 04:13:28,created,2015-03-24 16:49:28,2015-03-30 05:30:18
865741,North Andrewburgh,random_product,random_category,East Lee,92,2015-03-11 12:46:41,delivered,2015-03-21 05:30:23,2015-04-04 17:18:06
597729,East Bonnie,random_product,random_category,North Jessicafurt,01,2015-03-12 02:31:04,created,2015-03-18 18:08:28,2015-03-30 19:06:39
782303,Nicholaston,random_product,random_category,Hunterstad,38,2015-03-01 07:19:39,returned,2015-03-24 06:05:15,2015-03-25 04:47:55
345390,Lake Ryan,random_product,random_category,West Tracy,63,2015-03-01 23:43:46,delivered,2015-03-27 04:15:50,2015-03-25 11:26:59
096735,West Kennethport,random_product,random_category,Ramseyton,01,2015-03-14 01:48:13,returned,2015-03-22 03:08:24,2015-03-30 05:18:28
198419,Allenburgh,random_product,random_category,West Matthewport,99,2015-03-02 00:45:19,created,2015-03-21 09:11:54,2015-04-02 09:56:36
339590,Ramirezborough,random_product,random_category,Port Donald,05,2015-03-03 14:08:01,delivered,2015-03-27 13:31:21,2015-04-04 19:54:28
431048,South Denisefurt,random_product,random_category,North Paulastad,06,2015-03-02 01:42:47,delivered,2015-03-20 02:28:49,2015-04-04 02:39:46
097072,West Luke,random_product,random_category,Hernandezbury,50,2015-03-09 15:25:44,created,2015-03-19 01:50:44,2015-03-27 08:40:33
246349,Robertfurt,random_product,random_category,Leeside,15,2015-03-14 17:16:38,returned,2015-03-16 22:34:31,2015-03-25 16:07:28
214858,West Gabrielmouth,random_product,random_category,East Patty,41,2015-03-06 20:26:29,delivered,2015-03-29 10:08:11,2015-04-03 12:32:19
771692,Port Dianashire,random_product,random_category,Mendozaburgh,92,2015-03-06 01:36:31,returned,2015-03-28 08:23:56,2015-03-25 14:58:45
357909,Samanthaville,random_product,random_category,New Kristin,62,2015-03-01 13:13:34,created,2015-03-23 10:15:22,2015-03-26 03:12:09
909567,West Joshua,random_product,random_category,East Antoniomouth,83,2015-03-02 21:32:46,delivered,2015-03-17 07:40:22,2015-04-01 00:30:00
597236,Hernandezshire,random_product,random_category,Lake Jim,81,2015-03-06 12:40:39,returned,2015-03-24 23:11:07,2015-03-28 09:08:06
408021,New Jennifer,random_product,random_category,Lorifurt,65,2015-03-04 15:02:08,created,2015-03-17 00:26:38,2015-03-28 08:59:35
105445,Lake Christina,random_product,random_category,Jonesburgh,38,2015-03-06 23:24:04,delivered,2015-03-16 19:39:24,2015-03-26 21:20:44
287311,Davidborough,random_product,random_category,Stevenstad,97,2015-03-06 10:46:08,created,2015-03-26 08:40:07,2015-04-02 00:17:03
375603,East Ricardo,random_product,random_category,North Alexberg,47,2015-03-14 03:50:37,returned,2015-03-21 05:46:54,2015-04-01 09:25:02
728892,New Kyleland,random_product,random_category,Reyesstad,96,2015-03-05 13:08:56,returned,2015-03-22 18:23:58,2015-04-04 02:14:30
816602,New Andreashire,random_product,random_category,Reeveston,58,2015-03-02 14:35:00,returned,2015-03-16 17:45:48,2015-03-26 02:01:00
161577,South Matthewberg,random_product,random_category,South Carlport,44,2015-03-14 02:05:39,created,2015-03-18 09:25:00,2015-03-27 13:34:42
712087,Mariafurt,random_product,random_category,Veronicamouth,43,2015-03-02 14:00:52,created,2015-03-19 17:49:01,2015-03-29 14:17:36
975296,North Nicholas,random_product,random_category,Bowmantown,83,2015-03-12 21:13:36,created,2015-03-23 04:23:29,2015-03-28 11:58:21
341704,Ryanland,random_product,random_category,South Darrellhaven,03,2015-03-05 11:47:32,delivered,2015-03-16 16:18:33,2015-04-01 22:11:02
510416,West Kathleen,random_product,random_category,Martinezstad,32,2015-03-07 08:39:20,delivered,2015-03-26 01:17:14,2015-03-31 23:57:58
959905,West Andrea,random_product,random_category,Lake Lucasfort,09,2015-03-13 00:11:03,returned,2015-03-19 18:05:35,2015-04-02 20:29:55
886838,Fisherfurt,random_product,random_category,South Courtneyburgh,19,2015-03-11 01:54:46,created,2015-03-28 03:59:32,2015-04-03 10:36:26
691388,New Andreaberg,random_product,random_category,New Heatherland,20,2015-03-03 06:38:09,returned,2015-03-27 20:28:26,2015-03-31 10:39:00
528600,Nealstad,random_product,random_category,Russellfurt,37,2015-03-07 01:26:00,returned,2015-03-25 01:16:51,2015-03-31 04:39:27
707370,Lake Randallville,random_product,random_category,Woodview,78,2015-03-13 07:01:08,delivered,2015-03-26 23:33:25,2015-04-04 14:52:14
349829,New Roger,random_product,random_category,North Erika,71,2015-03-02 20:29:29,delivered,2015-03-16 21:26:11,2015-03-26 00:36:07
995413,North Franciscotown,random_product,random_category,Kennethport,42,2015-03-05 08:59:41,delivered,2015-03-17 06:08:51,2015-03-26 23:36:41
343327,Smithbury,random_product,random_category,Chamberstown,30,2015-03-08 22:20:11,created,2015-03-16 04:59:36,2015-03-29 08:54:03
288408,Nelsonmouth,random_product,random_category,Jeremyberg,59,2015-03-01 14:54:15,created,2015-03-25 13:05:00,2015-04-03 10:12:12
113785,Bennettside,random_product,random_category,Clintonbury,04,2015-03-01 17:47:01,returned,2015-03-19 22:28:46,2015-03-29 17:19:11
667608,Smithshire,random_product,random_category,East Bethshire,05,2015-03-01 06:01:13,returned,2015-03-25 06:54:19,2015-03-30 15:43:38
442535,Lauraborough,random_product,random_category,North Kathy,75,2015-03-08 20:12:41,delivered,2015-03-25 10:02:50,2015-03-29 00:49:39
940832,Chaveztown,random_product,random_category,Dorseymouth,87,2015-03-13 22:03:13,created,2015-03-26 01:14:07,2015-03-25 23:10:01
665768,Lake Eric,random_product,random_category,New Kennethchester,63,2015-03-14 11:15:31,created,2015-03-19 06:27:48,2015-04-02 22:28:26
368221,Benjaminburgh,random_product,random_category,South Antonioborough,16,2015-03-01 19:20:12,delivered,2015-03-26 09:58:29,2015-04-02 16:05:55
408521,Johnfurt,random_product,random_category,Romanfort,82,2015-03-02 07:27:07,returned,2015-03-18 01:44:46,2015-03-30 17:02:06
216965,Copelandbury,random_product,random_category,Josephchester,95,2015-03-07 04:08:45,delivered,2015-03-21 08:17:45,2015-03-28 15:29:27
594879,Lake Jeremy,random_product,random_category,East Anthonyshire,93,2015-03-01 04:38:12,delivered,2015-03-18 13:27:04,2015-04-04 16:28:30
922239,Ashleystad,random_product,random_category,Port Tyler,44,2015-03-14 02:33:07,delivered,2015-03-29 19:53:31,2015-04-01 15:30:12
226829,New Sharonview,random_product,random_category,South Laurastad,48,2015-03-11 07:48:46,created,2015-03-26 08:19:25,2015-03-25 17:06:55
811863,Simpsonchester,random_product,random_category,Raymondport,43,2015-03-09 20:38:21,returned,2015-03-20 23:48:03,2015-04-04 14:13:22
196972,Whiteburgh,random_product,random_category,Port Damon,78,2015-03-02 14:18:07,delivered,2015-03-25 00:51:19,2015-04-05 00:28:35
653192,Maryburgh,random_product,random_category,West Ryan,98,2015-03-09 19:41:28,created,2015-03-23 04:58:41,2015-03-26 09:18:28
661472,Lake Cynthia,random_product,random_category,Lake Kellymouth,71,2015-03-02 22:50:37,delivered,2015-03-18 09:16:58,2015-04-02 07:04:27
398522,Port Steven,random_product,random_category,Barnesmouth,13,2015-03-02 10:00:03,delivered,2015-03-27 13:03:03,2015-03-26 17:45:54
731257,Elizabethville,random_product,random_category,Paulabury,83,2015-03-01 05:07:23,delivered,2015-03-23 01:58:08,2015-03-28 01:20:15
048906,New Gina,random_product,random_category,Kevinhaven,66,2015-03-13 19:22:17,created,2015-03-28 02:31:47,2015-03-25 17:03:50
376281,Tarafort,random_product,random_category,Christinaton,60,2015-03-05 01:46:54,created,2015-03-16 17:20:29,2015-03-25 05:55:59
400195,North Cynthiaview,random_product,random_category,Kanestad,65,2015-03-12 18:56:21,returned,2015-03-27 15:45:19,2015-03-30 07:29:15
960369,Robinsonchester,random_product,random_category,Simmonsside,85,2015-03-02 07:47:01,delivered,2015-03-18 06:14:01,2015-03-29 10:55:28
922044,Gillespieberg,random_product,random_category,Ronniefort,76,2015-03-01 20:11:52,created,2015-03-24 10:51:07,2015-03-27 10:24:00
880029,New Teresafurt,random_product,random_category,North James,40,2015-03-01 21:29:07,created,2015-03-16 17:03:49,2015-04-03 15:59:08
102403,South Kristinashire,random_product,random_category,Heatherton,07,2015-03-10 17:47:52,delivered,2015-03-19 03:31:11,2015-03-29 06:46:14
004453,Rothside,random_product,random_category,Mannborough,72,2015-03-07 12:21:18,delivered,2015-03-26 09:34:36,2015-03-30 09:55:59
682176,Port Andrewmouth,random_product,random_category,Tracyberg,85,2015-03-13 17:52:16,delivered,2015-03-28 13:57:08,2015-04-03 10:51:52
059368,Roblesport,random_product,random_category,Hayesport,78,2015-03-06 14:41:41,delivered,2015-03-23 02:40:13,2015-03-25 02:43:27
308416,New Matthew,random_product,random_category,New Patricia,38,2015-03-06 22:12:23,delivered,2015-03-27 21:24:50,2015-03-28 10:31:49
047867,Stevenberg,random_product,random_category,Port Ana,33,2015-03-09 02:16:58,created,2015-03-16 16:02:28,2015-03-25 18:17:00
538488,Christinaview,random_product,random_category,Robbinsville,38,2015-03-03 15:31:16,created,2015-03-25 20:57:48,2015-03-29 21:33:31
516814,South Theresa,random_product,random_category,Lake Melissafort,96,2015-03-04 17:59:31,delivered,2015-03-16 19:49:20,2015-04-04 22:59:00
838142,Robynchester,random_product,random_category,East Karenview,25,2015-03-07 22:52:54,created,2015-03-29 17:06:16,2015-03-30 12:46:47
158039,East Monicaberg,random_product,random_category,Andreahaven,83,2015-03-05 22:33:48,created,2015-03-17 14:58:06,2015-03-28 03:02:55
445882,Sancheztown,random_product,random_category,Gravesview,11,2015-03-08 06:14:31,created,2015-03-25 14:13:28,2015-03-30 03:12:22
305981,Monicaland,random_product,random_category,New Martha,11,2015-03-01 15:55:59,created,2015-03-21 08:20:11,2015-04-03 16:37:22
436973,East Dennisburgh,random_product,random_category,Castilloside,90,2015-03-02 09:33:56,delivered,2015-03-24 06:38:10,2015-03-29 19:52:18
928956,South Samuel,random_product,random_category,Bentontown,80,2015-03-07 16:34:10,created,2015-03-23 03:29:18,2015-03-26 02:27:28
896117,East Barbara,random_product,random_category,New Dylan,03,2015-03-01 19:16:11,returned,2015-03-19 06:01:11,2015-03-27 08:44:40
207472,Lake Anthony,random_product,random_category,Hernandezberg,01,2015-03-12 18:01:59,returned,2015-03-17 14:39:50,2015-03-28 06:00:25
624031,South Henrystad,random_product,random_category,Steeleland,61,2015-03-05 19:45:51,delivered,2015-03-24 09:03:43,2015-04-04 09:59:56
682587,Port Kellybury,random_product,random_category,Port Debbie,47,2015-03-03 13:56:33,returned,2015-03-25 20:29:51,2015-03-28 00:09:44
264605,Carriebury,random_product,random_category,Cassandrabury,98,2015-03-04 00:59:29,created,2015-03-20 21:15:26,2015-03-27 01:03:01
910208,North Adam,random_product,random_category,Christianport,24,2015-03-12 22:56:46,delivered,2015-03-20 13:19:32,2015-03-28 06:44:10
449990,Brandiport,random_product,random_category,Virginiamouth,09,2015-03-08 01:59:17,delivered,2015-03-16 09:45:35,2015-03-31 20:34:57
706670,South Barbara,random_product,random_category,Swansonberg,54,2015-03-13 21:27:26,delivered,2015-03-23 22:44:09,2015-04-03 02:02:36
465692,Port Evanchester,random_product,random_category,Rebeccaland,59,2015-03-01 18:49:05,returned,2015-03-17 14:18:46,2015-03-29 15:59:38
